speaker_id;file_name;sample_name;birth_place;native_langs;other_langs;age;sex;age_of_english_onset;english_learning_method;english_residence;years_of_english_residence;class_labels;primary_lang_group;secondary_lang_group;primary_lang_group_id;secondary_lang_group_id
2802;tigrigna5;tigrigna5;asmara, eritrea;tigrigna;arabic amharic;45;male;10;academic;uk;27;203;not selected;not selected;0;0
2803;tigrigna6;tigrigna6;adigrat, ethiopia;tigrigna;amharic russian;58;female;15;academic;usa;28;203;not selected;not selected;0;0
2804;tigrigna7;tigrigna7;asmara, eritrea;tigrigna;none;37;female;7;academic;usa;13;203;not selected;not selected;0;0
2805;tigrigna8;tigrigna8;asmara, eritrea;tigrigna;amharic;35;male;7;academic;usa;17;203;not selected;not selected;0;0
2806;tigrigna9;tigrigna9;asmara, eritrea;tigrigna;arabic amharic tigre;50;female;19;naturalistic;usa;28;203;not selected;not selected;0;0
2807;tokpisin1;tok pisin1;madang, madang province, papua new guinea;tok pisin;kuanua manem;38;male;4;academic;usa;6;204;not selected;not selected;0;0
2808;tswana1;tswana1;kalamare, botswana;tswana;none;31;male;7;academic;botswana, usa;10;205;not selected;not selected;0;0
2809;tswana2;tswana2;lobatse, botswana;tswana;kalanga sotho;32;female;6;academic;botswana;32;205;not selected;not selected;0;0
2810;tumbuka1;tumbuka1;mzimba, malawi;tumbuka;chichewa;54;female;7;academic;usa;4;206;not selected;not selected;0;0
2811;turkish1;turkish1;bingol, turkey;turkish;none;27;female;26;academic;usa;0.8;207;Turkic;Southern Turkic;13;1301
2812;turkish2;turkish2;ankara, turkey;turkish;german;24;male;16;academic;usa;0.2;207;Turkic;Southern Turkic;13;1301
2813;turkish3;turkish3;adana, turkey;turkish;kurdish;27;male;12;academic;usa;1.2;207;Turkic;Southern Turkic;13;1301
2814;turkish4;turkish4;kayseri, turkey;turkish;none;20;male;14;academic;usa;0.4;207;Turkic;Southern Turkic;13;1301
2815;turkish5;turkish5;istanbul, turkey;turkish;none;30;female;11;academic;usa;5;207;Turkic;Southern Turkic;13;1301
2816;turkish6;turkish6;istanbul, turkey;turkish;german japanese;19;male;14;academic;;0;207;Turkic;Southern Turkic;13;1301
2817;turkish7;turkish7;izmir, turkey;turkish;german;19;male;13;academic;;0;207;Turkic;Southern Turkic;13;1301
2818;turkish8;turkish8;sivas, turkey;turkish;none;37;male;17;academic;usa;11;207;Turkic;Southern Turkic;13;1301
2819;turkish9;turkish9;istanbul, turkey;turkish;none;25;male;11;academic;;0;207;Turkic;Southern Turkic;13;1301
2820;turkish10;turkish10;ankara, turkey;turkish;none;27;male;11;academic;;0;207;Turkic;Southern Turkic;13;1301
2821;turkish11;turkish11;kocaeli, turkey;turkish;none;24;female;23;academic;usa;1;207;Turkic;Southern Turkic;13;1301
2822;turkish12;turkish12;giresun, turkey;turkish;german;25;male;20;academic;usa;0.5;207;Turkic;Southern Turkic;13;1301
2823;turkish13;turkish13;istanbul, turkey;turkish;german;18;female;3;naturalistic;usa;15;207;Turkic;Southern Turkic;13;1301
2824;turkish14;turkish14;istanbul, turkey;turkish;french;23;female;6;academic;usa;0.5;207;Turkic;Southern Turkic;13;1301
2825;turkish15;turkish15;ankara, turkey;turkish;none;18;male;10;academic;usa;0.75;207;Turkic;Southern Turkic;13;1301
2826;turkish16;turkish16;kars, turkey;turkish;german;25;male;12;academic;uk;0.75;207;Turkic;Southern Turkic;13;1301
2827;turkish17;turkish17;ankara, turkey;turkish;none;31;male;6;academic;usa;10;207;Turkic;Southern Turkic;13;1301
2828;turkish18;turkish18;stuttgart, germany;turkish;german spanish;27;male;9;academic;usa;2;207;Turkic;Southern Turkic;13;1301
2829;turkish19;turkish19;istanbul, turkey;turkish;arabic;25;male;18;academic;usa;0.7;207;Turkic;Southern Turkic;13;1301
2830;turkish20;turkish20;kocaeli, turkey;turkish;none;19;female;9;academic;;0;207;Turkic;Southern Turkic;13;1301
2831;turkish21;turkish21;istanbul, turkey;turkish;french german;18;female;4;naturalistic;usa;3;207;Turkic;Southern Turkic;13;1301
2832;turkish22;turkish22;istanbul, turkey;turkish;azeri turk bosnian;23;male;6;academic;;0;207;Turkic;Southern Turkic;13;1301
2833;turkish23;turkish23;adana, turkey;turkish;none;37;female;11;academic;;0;207;Turkic;Southern Turkic;13;1301
2834;turkish24;turkish24;istanbul, turkey;turkish;chinese;31;male;12;academic;usa;10;207;Turkic;Southern Turkic;13;1301
2835;turkish25;turkish25;kars, turkey;turkish;farsi russian;32;male;26;academic;usa;6;207;Turkic;Southern Turkic;13;1301
2836;turkish26;turkish26;sivas, turkey;turkish;kurdish;45;male;22;naturalistic;usa;22;207;Turkic;Southern Turkic;13;1301
2837;turkish27;turkish27;istanbul, turkey;turkish;french;18;female;7;academic;;0;207;Turkic;Southern Turkic;13;1301
2838;turkish28;turkish28;istanbul, turkey;turkish;spanish french;24;female;4;naturalistic;usa;5;207;Turkic;Southern Turkic;13;1301
2839;turkish29;turkish29;ankara, turkey;turkish;french;21;female;11;academic;usa;6.2;207;Turkic;Southern Turkic;13;1301
2840;turkish30;turkish30;izmir, turkey;turkish;none;24;female;11;academic;usa;0.8;207;Turkic;Southern Turkic;13;1301
2841;turkish31;turkish31;diyarbakir, turkey;turkish;kurdish;24;male;11;academic;;0;207;Turkic;Southern Turkic;13;1301
2842;turkish32;turkish32;diyarbakir, turkey;turkish;kurdish;24;male;11;academic;;0;207;Turkic;Southern Turkic;13;1301
2843;turkish33;turkish33;diyarbakir, turkey;turkish;kurdish;24;male;11;academic;;0;207;Turkic;Southern Turkic;13;1301
2844;turkish34;turkish34;diyarbakir, turkey;turkish;kurdish;24;male;11;academic;;0;207;Turkic;Southern Turkic;13;1301
2845;turkish35;turkish35;izmir, turkey;turkish;german french;24;female;11;academic;usa;0.7;207;Turkic;Southern Turkic;13;1301
2846;turkish36;turkish36;istanbul, turkey;turkish;none;26;female;12;academic;;0;207;Turkic;Southern Turkic;13;1301
2847;turkish37;turkish37;panjakent, tajikistan;turkish;tajiki uzbek chinese;19;male;17;academic;;0;207;Turkic;Southern Turkic;13;1301
2848;turkish38;turkish38;balikesir, turkey;turkish;french;32;female;11;academic;usa;0.2;207;Turkic;Southern Turkic;13;1301
2849;turkish39;turkish39;ankara, turkey;turkish;none;27;male;12;academic;usa;3;207;Turkic;Southern Turkic;13;1301
2850;turkish40;turkish40;izmir, turkey;turkish;none;40;female;13;academic;uk, usa;7;207;Turkic;Southern Turkic;13;1301
2851;turkish41;turkish41;sanliurfa, turkey;turkish;none;25;male;24;academic;usa;1;207;Turkic;Southern Turkic;13;1301
2852;turkish42;turkish42;kayseri, turkey;turkish;german azerbaijani;20;male;4;academic;usa;1;207;Turkic;Southern Turkic;13;1301
2853;turkmen1;turkmen1;balkanabat, turkmenistan;turkmen;turkish russian;24;male;10;academic;usa;0.4;208;not selected;not selected;0;0
2854;turkmen2;turkmen2;turkmenabat, turkmenistan;turkmen;uzbek russian;29;female;9;academic;usa;1;208;not selected;not selected;0;0
2855;twi1;twi1;kumasi, ghana;twi;none;25;female;12;academic;usa;12;209;not selected;not selected;0;0
2856;twi2;twi2;ajumako, ghana;twi;french;33;male;6;academic;usa;2;209;not selected;not selected;0;0
2857;twi4;twi4;tema, ghana;twi;french;22;female;6;academic;usa;6;209;not selected;not selected;0;0
2858;twi5;twi5;woodbridge, virginia, usa;twi;spanish;19;male;5;naturalistic;usa;19;209;not selected;not selected;0;0
2859;twi6;twi6;kumasi, ghana;twi;none;20;male;4;academic;usa;3.4;209;not selected;not selected;0;0
2860;twi3;twi3;dormaa, ghana;twi;french;23;female;6;academic;usa;0.2;209;not selected;not selected;0;0
2861;twi7;twi7;abidjan, ivory coast;twi;french german spanish akan;19;female;3;naturalistic;usa;0.2;209;not selected;not selected;0;0
2862;twi8;twi8;accra, ghana;twi;french ewe;19;female;10;naturalistic;usa;4;209;not selected;not selected;0;0
2863;ukrainian1;ukrainian1;kyiv, ukraine;ukrainian;russian italian;26;male;17;academic;usa;0.2;210;Indo-European;Balto-Slavic;5;502
2864;ukrainian2;ukrainian2;akhtyrka, ukraine;ukrainian;serbian;53;female;44;academic;usa;10;210;Indo-European;Balto-Slavic;5;502
2865;ukrainian3;ukrainian3;odessa, ukraine;ukrainian;russian german spanish polish czech;55;female;12;academic;usa;14;210;Indo-European;Balto-Slavic;5;502
2866;ukrainian4;ukrainian4;kiev, ukraine;ukrainian;russian;18;male;8;academic;;0;210;Indo-European;Balto-Slavic;5;502
2867;ukrainian5;ukrainian5;kiev, ukraine;ukrainian;russian;18;male;10;academic;;0;210;Indo-European;Balto-Slavic;5;502
2868;ukrainian6;ukrainian6;priluki, ukraine;ukrainian;russian french;22;female;11;academic;usa;3;210;Indo-European;Balto-Slavic;5;502
2869;ukrainian7;ukrainian7;kiev, ukraine;ukrainian;russian german;18;male;8;academic;;0;210;Indo-European;Balto-Slavic;5;502
2870;ukrainian8;ukrainian8;luhansk, ukraine;ukrainian;russian;23;male;17;naturalistic;usa;2;210;Indo-European;Balto-Slavic;5;502
2871;ukrainian9;ukrainian9;zaporizhzhya, ukraine;ukrainian;russian;30;male;20;academic;;0;210;Indo-European;Balto-Slavic;5;502
2872;ukrainian10;ukrainian10;lvivska oblast, ukraine;ukrainian;russian polish spanish;25;female;7;academic;usa;3;210;Indo-European;Balto-Slavic;5;502
2873;ukrainian11;ukrainian11;odessa, ukraine;ukrainian;russian;23;female;9;academic;usa;3;210;Indo-European;Balto-Slavic;5;502
2874;ukrainian12;ukrainian12;kiev, ukraine;ukrainian;russian;19;female;6;academic;uk;1.5;210;Indo-European;Balto-Slavic;5;502
2875;ukrainian13;ukrainian13;lviv, ukraine;ukrainian;french russian juba arabic;33;female;7;naturalistic;usa;27;210;Indo-European;Balto-Slavic;5;502
2876;urdu1;urdu1;karachi, pakistan;urdu;hindko saraiki punjabi sindhi;22;male;18;academic;usa;1;211;Indo-European;Indo-Iranian;5;505
2877;urdu2;urdu2;sialkot, pakistan;urdu;punjabi;48;female;6;academic;usa;10;211;Indo-European;Indo-Iranian;5;505
2878;urdu3;urdu3;karachi, sind, pakistan;urdu;gujarati sindhi;25;male;3;academic;canada;2;211;Indo-European;Indo-Iranian;5;505
2879;urdu4;urdu4;kuwait city, kuwait;urdu;punjabi;29;male;4;academic;usa;0.5;211;Indo-European;Indo-Iranian;5;505
2880;urdu5;urdu5;karachi, pakistan;urdu;none;23;male;12;academic;usa;8.5;211;Indo-European;Indo-Iranian;5;505
2881;urdu6;urdu6;bangalore, india;urdu;none;24;female;3;academic;usa;8;211;Indo-European;Indo-Iranian;5;505
2882;urdu7;urdu7;islamabad, pakistan;urdu;none;23;male;5;academic;usa;13;211;Indo-European;Indo-Iranian;5;505
2883;urdu8;urdu8;abu dhabi, united arab emirates;urdu;none;21;female;5;academic;usa;12;211;Indo-European;Indo-Iranian;5;505
2884;urdu9;urdu9;alexandria, virginia, usa;urdu;spanish arabic;20;female;5;academic;usa;20;211;Indo-European;Indo-Iranian;5;505
2885;urdu10;urdu10;karachi, pakistan;urdu;punjabi french;20;male;3;academic;usa;0.8;211;Indo-European;Indo-Iranian;5;505
2886;urdu11;urdu11;karachi, pakistan;urdu;arabic;20;male;6;academic;usa;4;211;Indo-European;Indo-Iranian;5;505
2887;urdu12;urdu12;islamabad, pakistan;urdu;none;19;female;4;academic;usa;4;211;Indo-European;Indo-Iranian;5;505
2888;urdu13;urdu13;lahore, pakistan;urdu;punjabi;22;female;4;naturalistic;usa;21.5;211;Indo-European;Indo-Iranian;5;505
2889;urdu14;urdu14;islamabad, pakistan;urdu;punjabi potwari;21;male;10;academic;usa;2.5;211;Indo-European;Indo-Iranian;5;505
2890;urdu15;urdu15;mandi bahauddin, punjab, pakistan;urdu;punjabi;28;male;8;academic;uk;1.5;211;Indo-European;Indo-Iranian;5;505
2891;urdu16;urdu16;karachi, pakistan;urdu;sindhi;22;male;5;academic;usa;5;211;Indo-European;Indo-Iranian;5;505
2892;urdu17;urdu17;islamabad, pakistan;urdu;arabic pashto punjabi;20;male;1;academic;usa;1.5;211;Indo-European;Indo-Iranian;5;505
2893;urdu18;urdu18;hyderabad, india;urdu;telugu hindi;24;male;9;academic;usa;0.8;211;Indo-European;Indo-Iranian;5;505
2894;urdu19;urdu19;lahore, pakistan;urdu;punjabi;20;male;5;academic;usa;6;211;Indo-European;Indo-Iranian;5;505
2895;urdu20;urdu20;islamabad, pakistan;urdu;hindi arabic;32;male;4.5;naturalistic;usa;27;211;Indo-European;Indo-Iranian;5;505
2896;urdu21;urdu21;islamabad, pakistan;urdu;none;24;male;11;academic;usa;14;211;Indo-European;Indo-Iranian;5;505
2897;urdu22;urdu22;islmamabad, pakistan;urdu;hindko arabic;22;female;5;academic;usa;17;211;Indo-European;Indo-Iranian;5;505
2898;urdu23;urdu23;gujranwala, punjab, pakistan;urdu;punjabi arabic;24;male;8;academic;usa;2.5;211;Indo-European;Indo-Iranian;5;505
2899;urdu24;urdu24;islamabad, pakistan;urdu;arabic chinese punjabi pashto saraiki;22;male;3;academic;uk;10;211;Indo-European;Indo-Iranian;5;505
2900;urdu25;urdu25;hyderabad, india;urdu;hindi;31;female;3;academic;usa;2;211;Indo-European;Indo-Iranian;5;505
2901;urdu26;urdu26;lahore, pakistan;urdu;arabic punjabi;25;female;10;academic;usa;3;211;Indo-European;Indo-Iranian;5;505
2902;urdu27;urdu27;new york, new york, usa;urdu;arabic;22;female;10;academic;usa;4;211;Indo-European;Indo-Iranian;5;505
2903;urdu28;urdu28;karachi, pakistan;urdu;none;46;female;22;naturalistic;usa;23;211;Indo-European;Indo-Iranian;5;505
2904;urdu29;urdu29;rawalpindi, pakistan;urdu;hindi punjabi arabic pahary;55;female;12;academic;canada, usa;23;211;Indo-European;Indo-Iranian;5;505
2905;uyghur1;uyghur1;urumqi, xin jiang, china;uyghur;mandarin turkish;46;female;45;academic;usa;1.5;212;not selected;not selected;0;0
2906;uyghur2;uyghur2;kashgar, china;uyghur;mandarin;34;female;32;naturalistic;usa;2;212;not selected;not selected;0;0
2907;uyghur3;uyghur3;urumqi, xin jiang, china;uyghur;mandarin;49;female;29;naturalistic;usa;20;212;not selected;not selected;0;0
2908;uyghur4;uyghur4;urumqi, xinjiang, china;uyghur;mandarin;22;male;12;academic;malaysia, usa;3;212;not selected;not selected;0;0
2909;uyghur5;uyghur5;turpan, xin jiang, china;uyghur;mandarin;26;male;13;academic;usa;3;212;not selected;not selected;0;0
2910;uyghur6;uyghur6;hotan, xinjiang, china;uyghur;mandarin turkish;21;male;16;academic;usa;5.4;212;not selected;not selected;0;0
2911;uzbek1;uzbek1;samarkand, uzbekistan;uzbek;russian turkish;39;female;39;academic;usa;1;213;not selected;not selected;0;0
2912;uzbek2;uzbek2;kabul, afghanistan;uzbek;farsi turkish;35;female;28;academic;usa;6;213;not selected;not selected;0;0
2913;uzbek3;uzbek3;tashkent, uzbekistan;uzbek;russian;40;male;8;academic;usa;8;213;not selected;not selected;0;0
2914;uzbek4;uzbek4;tashkent, uzbekistan;uzbek;russian;35;female;12;academic;usa;9;213;not selected;not selected;0;0
2915;uzbek5;uzbek5;panjakent, tajikistan;uzbek;tajiki russian;19;male;16;academic;;0;213;not selected;not selected;0;0
2916;vietnamese1;vietnamese1;can tho, vietnam;vietnamese;french;29;male;12;academic;usa;0.5;214;Austro-Asiatic;Mon-Khmer;2;201
2917;vietnamese2;vietnamese2;ho chi minh city, vietnam;vietnamese;mandarin;29;male;25;academic;usa;2;214;Austro-Asiatic;Mon-Khmer;2;201
2918;vietnamese3;vietnamese3;vinh long, vietnam;vietnamese;none;28;female;9;academic;usa;0.8;214;Austro-Asiatic;Mon-Khmer;2;201
2919;vietnamese4;vietnamese4;hanoi, vietnam;vietnamese;japanese russian;25;female;15;academic;usa;1;214;Austro-Asiatic;Mon-Khmer;2;201
2920;vietnamese5;vietnamese5;cam ranh, vietnam;vietnamese;cantonese;34;male;31;academic;usa;2;214;Austro-Asiatic;Mon-Khmer;2;201
2921;vietnamese6;vietnamese6;ho chi minh city, vietnam;vietnamese;french;41;male;12;academic;usa;2;214;Austro-Asiatic;Mon-Khmer;2;201
2922;vietnamese7;vietnamese7;hue, vietnam;vietnamese;none;29;female;18;academic;usa;10;214;Austro-Asiatic;Mon-Khmer;2;201
2923;vietnamese8;vietnamese8;ninh binh, vietnam;vietnamese;french;69;male;12;academic;usa;30;214;Austro-Asiatic;Mon-Khmer;2;201
2924;vietnamese9;vietnamese9;ho chi minh city, vietnam;vietnamese;japanese;20;male;14;academic;usa;4;214;Austro-Asiatic;Mon-Khmer;2;201
2925;vietnamese10;vietnamese10;quang nam, vietnam;vietnamese;french;57;female;18;academic;usa;16;214;Austro-Asiatic;Mon-Khmer;2;201
2926;vietnamese11;vietnamese11;quang nam, vietnam;vietnamese;french;67;male;15;academic;usa;16;214;Austro-Asiatic;Mon-Khmer;2;201
2927;vietnamese12;vietnamese12;can tho, vietnam;vietnamese;none;24;female;9;academic;usa;15;214;Austro-Asiatic;Mon-Khmer;2;201
2928;vietnamese13;vietnamese13;hanoi, vietnam;vietnamese;none;23;male;6;academic;;0;214;Austro-Asiatic;Mon-Khmer;2;201
2929;vietnamese14;vietnamese14;ho chi minh city, vietnam;vietnamese;none;51;male;20;academic;usa;31;214;Austro-Asiatic;Mon-Khmer;2;201
2930;vietnamese15;vietnamese15;ho chi minh city, vietnam;vietnamese;japanese;29;male;15;academic;usa;7;214;Austro-Asiatic;Mon-Khmer;2;201
2931;vietnamese16;vietnamese16;long xuyen, vietnam;vietnamese;none;52;male;17;academic;usa;32;214;Austro-Asiatic;Mon-Khmer;2;201
2932;vietnamese17;vietnamese17;ho chi minh city, vietnam;vietnamese;none;33;female;11;academic;usa;12;214;Austro-Asiatic;Mon-Khmer;2;201
2933;vietnamese18;vietnamese18;saigon, vietnam;vietnamese;teochew;19;female;11;naturalistic;usa;10;214;Austro-Asiatic;Mon-Khmer;2;201
2934;vietnamese19;vietnamese19;ho chi minh city, vietnam;vietnamese;french korean;18;female;4;academic;usa;1.5;214;Austro-Asiatic;Mon-Khmer;2;201
2935;vietnamese20;vietnamese20;haiphong, vietnam;vietnamese;russian french;46;female;25;academic;usa;16;214;Austro-Asiatic;Mon-Khmer;2;201
2936;vietnamese21;vietnamese21;hanoi, vietnam;vietnamese;none;21;male;16;academic;usa;7;214;Austro-Asiatic;Mon-Khmer;2;201
2937;vietnamese22;vietnamese22;bien hoa, vietnam;vietnamese;none;23;male;8;academic;usa;8.5;214;Austro-Asiatic;Mon-Khmer;2;201
2938;vietnamese23;vietnamese23;hanoi, vietnam;vietnamese;german;21;female;6;naturalistic;uk;3;214;Austro-Asiatic;Mon-Khmer;2;201
2939;vietnamese24;vietnamese24;hanoi, vietnam;vietnamese;none;21;female;10;academic;usa;7;214;Austro-Asiatic;Mon-Khmer;2;201
2940;vietnamese25;vietnamese25;ho chi minh city, vietnam;vietnamese;asl;23;male;9;naturalistic;usa;13;214;Austro-Asiatic;Mon-Khmer;2;201
2941;vietnamese26;vietnamese26;hanoi, vietnam;vietnamese;none;19;male;8;academic;usa;0.8;214;Austro-Asiatic;Mon-Khmer;2;201
2942;vietnamese27;vietnamese27;ho chi minh city, vietnam;vietnamese;none;59;female;27;academic;usa;34;214;Austro-Asiatic;Mon-Khmer;2;201
2943;vietnamese28;vietnamese28;can tho, vietnam;vietnamese;french;19;female;8;academic;usa;5;214;Austro-Asiatic;Mon-Khmer;2;201
2944;vietnamese29;vietnamese29;can tho, vietnam;vietnamese;french;23;male;9;academic;usa;2;214;Austro-Asiatic;Mon-Khmer;2;201
2945;vietnamese30;vietnamese30;rach gia, kien giang, vietnam;vietnamese;none;60;female;29;academic;usa;32;214;Austro-Asiatic;Mon-Khmer;2;201
2946;vietnamese31;vietnamese31;long an, vietnam;vietnamese;none;35;female;25;academic;usa;10;214;Austro-Asiatic;Mon-Khmer;2;201
2947;vietnamese32;vietnamese32;hue, vietnam;vietnamese;none;53;female;21;naturalistic;usa;21;214;Austro-Asiatic;Mon-Khmer;2;201
2948;vietnamese33;vietnamese33;ho chi minh city, vietnam;vietnamese;none;25;male;10;academic;usa;2;214;Austro-Asiatic;Mon-Khmer;2;201
