speaker_id;file_name;birth_place;native_langs;other_langs;age;sex;age_of_english_onset;english_learning_method;english_residence;years_of_english_residence
2757;hungarian13;miskolc, hungary;hungarian;german;27;female;10;academic;;0
2758;french73;beaumont-le-roger, france;french;italian;60;male;12;academic;usa;39
2759;albanian13;durres, albania;albanian;spanish;18;female;8;academic;usa;4
2760;spanish211;la paz, bolivia;spanish;none;19;female;16;academic;usa;3
2761;spanish212;la union, el salvador;spanish;none;21;female;10;academic;usa;11
2762;farsi33;gonbad-qabus, iran;farsi;none;21;female;14;academic;usa;9
2763;marathi10;chiplun, maharashtra, india;marathi;hindi;26;female;7;academic;usa;1
2764;hindi33;hyderabad, india;hindi;telugu arabic french greek sanskrit;44;female;6;naturalistic;uk, canada, usa;30
2765;arabic164;sale, morocco;arabic;french;30;female;15;academic;usa;2
2766;dari7;kabul, afghanistan;dari;none;72;male;12;academic;usa;36
2767;dari8;kabul, afghanistan;dari;none;70;female;10;academic;usa;36
2768;hebrew10;tel aviv, israel;hebrew;german;52;female;10;academic;uk, usa;22
2769;spanish213;loja, ecuador;spanish;none;22;male;13;naturalistic;usa;9
2770;spanish214;neiva, colombia;spanish;none;45;female;26;naturalistic;usa;20
2771;arabic165;beirut, lebanon;arabic;french;62;female;12;academic;usa;20
2772;mandarin128;cixi, zhejiang, china;mandarin;none;21;female;7;academic;usa;2.5
2773;mandarin129;luoyang, henan, china;mandarin;none;22;female;12;academic;usa;0.3
2774;swedish23;lulea, sweden;swedish;none;24;female;7;academic;;0
2775;charapa-spanish1;lima, peru;charapa-spanish;korean;35;male;15;academic;usa;18.8
2776;dutch51;deventer, netherlands;dutch;german french;49;male;13;academic;usa;10
2777;korean93;seoul, south korea;korean;french;23;female;7;academic;usa;0.8
2778;romanian24;bucharest, romania;romanian;none;50;female;7;naturalistic;usa;10
2779;german40;leipzig, germany;german;french russian;25;female;8;academic;uk, ireland;0.4
2780;arabic166;buraydah, saudi arabia;arabic;none;18;male;17;academic;usa;1
2781;korean94;gwangju, south korea;korean;japanese;21;female;8;academic;;0
2782;french74;montreal, quebec, canada;french;none;63;female;12;academic;canada;63
2783;french75;montreal, quebec, canada;french;spanish;53;male;5;academic;canada;53
2784;french76;shawinigan, quebec, canada;french;none;64;male;15;naturalistic;canada;64
2785;french77;montreal, quebec, canada;french;none;29;male;16;academic;canada;29
2786;french78;trois-rivieres, quebec, canada;french;none;38;male;6;academic;canada;38
2787;french79;coaticook, quebec, canada;french;none;42;female;11;academic;canada;42
2788;arabic167;alkharj, saudi arabia;arabic;none;24;male;19;academic;usa;0.5
2789;mongolian10;ulaanbaatar, mongolia;mongolian;none;28;female;20;academic;usa;5
2790;korean95;seoul, south korea;korean;none;36;female;13;academic;usa;12
2791;spanish215;cochabamba, bolivia;spanish;none;24;female;13;academic;usa;10
2792;bengali20;chittagong, bangladesh;bengali;hindi;23;male;5;academic;usa;3.5
2793;english621;pittsburgh, pennsylvania, usa;english;french;19;female;0;naturalistic;usa;19
2794;arabic168;jiddah, saudi arabia;arabic;none;42;female;21;academic;usa;11
2795;vietnamese28;can tho, vietnam;vietnamese;french;19;female;8;academic;usa;5
2796;vietnamese29;can tho, vietnam;vietnamese;french;23;male;9;academic;usa;2
2797;japanese36;tokyo, japan;japanese;none;21;male;12;naturalistic;usa;3.5
2798;mandarin130;weifang, shandong, china;mandarin;none;22;female;7;academic;usa;6
2799;english622;st. paul, minnesota, usa;english;arabic french;21;female;0;naturalistic;usa;21
2800;albanian14;tirana, albania;albanian;italian;23;female;9;academic;usa;4
2801;spanish216;caracas, venezuela;spanish;none;43;female;42;academic;usa;5
2802;nepali15;kathmandu, nepal;nepali;none;22;female;3;naturalistic;usa;3
2803;english623;fort wayne, indiana, usa;english;german;19;male;0;naturalistic;usa;19
2804;english624;washington, district of columbia, usa;english;none;18;male;0;naturalistic;usa;18
2805;english625;minneapolis, minnesota, usa;english;japanese asl japanese sign language;20;male;0;naturalistic;usa;20
2806;english626;hammond, indiana, usa;english;german arabic;21;female;0;naturalistic;usa;21
2807;japanese37;kobe, japan;japanese;none;22;female;4;academic;usa;4
2808;dari9;ghazni, afghanistan;dari;urdu pashto german;22;female;14;academic;usa;4
2809;arabic169;tripoli, libya;arabic;french swedish;21;female;11;naturalistic;usa;2
2810;nepali16;kathmandu, nepal;nepali;hindi;35;female;9;academic;usa;8
2811;arabic170;vienna, virginia, usa;arabic;none;19;female;6;naturalistic;usa;9
2812;malagasy2;antananarivo, madagascar;malagasy;french;21;male;12;academic;usa;2
2813;portuguese63;rio de janeiro, brazil;portuguese;none;19;male;8;academic;usa;1
2814;french80;abidjan, ivory coast;french;spanish bambara;19;female;7;academic;usa;1.5
2815;urdu26;lahore, pakistan;urdu;arabic punjabi;25;female;10;academic;usa;3
2816;urdu27;new york, new york, usa;urdu;arabic;22;female;10;academic;usa;4
2817;ganda4;kampala, uganda;ganda;french soga nyankore;57;female;8;academic;usa;20
2818;dari10;kabul, afghanistan;dari;pashto;25;male;18;academic;usa;4.5
2819;dutch52;amsterdam, netherlands;dutch;french german arabic;20;female;10;academic;usa;1.5
2820;turkish40;izmir, turkey;turkish;none;40;female;13;academic;uk, usa;7
2821;amharic25;addis ababa, ethiopia;amharic;arabic;24;female;21;academic;usa;3
2822;amharic26;addis ababa, ethiopia;amharic;tigrigna;30;female;23;naturalistic;usa;7
2823;farsi34;tehran, iran;farsi;turkish;53;female;43;academic;usa;10
2824;gujarati17;bombay, india;gujarati;hindi;50;female;16;academic;usa;30
2825;sinhala10;colombo, sri lanka;sinhala;tamil;20;male;12;academic;usa;5
2826;japanese38;osaka, japan;japanese;none;50;female;17;naturalistic;usa;24
2827;spanish217;bogota, colombia;spanish;french;19;female;7;academic;usa;4.5
2828;vietnamese30;rach gia, kien giang, vietnam;vietnamese;none;60;female;29;academic;usa;32
2829;spanish218;danli, honduras;spanish;none;19;female;8;academic;usa;5.3
2830;amharic27;addis ababa, ethiopia;amharic;none;18;female;5;naturalistic;usa;11
2831;portuguese64;luanda, angola;portuguese;spanish;19;female;10;naturalistic;usa;4
2832;arabic171;medina, saudi arabia;arabic;none;22;male;18;academic;usa;5
2833;german41;wurzburg, germany;german;none;22;male;5;academic;usa;17
2834;uyghur6;hotan, xinjiang, china;uyghur;mandarin turkish;21;male;16;academic;usa;5.4
2835;spanish219;santa ana, el salvador;spanish;none;44;female;25;naturalistic;usa;26
2836;mandarin131;shenzhen, guangdong, china;mandarin;cantonese;20;male;6;academic;usa;0.8
2837;mandarin132;dangyang, hubei, china;mandarin;none;21;female;2;academic;usa;5
2838;korean96;seoul, south korea;korean;mandarin;21;female;10;academic;usa;0.7
2839;nepali17;kathmandu, nepal;nepali;none;21;female;8;naturalistic;usa;15
2840;hebrew11;jerusalem, israel;hebrew;spanish;26;female;9;academic;usa;0.9
2841;cebuano2;gingoog city, philippines;cebuano;tagalog;24;female;6;academic;usa;0.6
2842;arabic172;montgomery, alabama, usa;arabic;none;39;male;13;academic;usa;6
2843;japanese39;osaka, japan;japanese;none;22;male;7;academic;usa;11
2844;spanish220;guadalajara, jalisco, mexico;spanish;none;63;male;31;naturalistic;usa;32
2845;german42;munich, germany;german;french italian spanish;72;female;10;academic;usa;11
2846;portuguese65;almada, portugal;portuguese;spanish turkish french german;26;female;5;naturalistic;;0
2847;english627;sydney, australia;english;none;18;female;0;naturalistic;australia;18
2848;telugu14;tenali, india;telugu;hindi;19;female;17;academic;usa;2
2849;turkish41;sanliurfa, turkey;turkish;none;25;male;24;academic;usa;1
2850;japanese40;ohara machi, chiba prefecture, japan;japanese;none;84;female;15;academic;usa;58
2851;vietnamese31;long an, vietnam;vietnamese;none;35;female;25;academic;usa;10
2852;italian39;cuggiono, italy;italian;swedish spanish norwegian danish french;47;female;11;academic;;0
2853;vietnamese32;hue, vietnam;vietnamese;none;53;female;21;naturalistic;usa;21
2854;cantonese35;foshan, guangdong, china;cantonese;mandarin;21;male;9;academic;usa;4
2855;english628;pittsburgh, pennsylvania, usa;english;none;55;male;0;naturalistic;usa;55
2856;yoruba6;akure, nigeria;yoruba;nigerian pidgin english french;29;male;3;academic;usa;1
2857;vietnamese33;ho chi minh city, vietnam;vietnamese;none;25;male;10;academic;usa;2
2858;arabic173;tyre, lebanon;arabic;none;43;female;19;naturalistic;usa;23
2859;tagalog26;cotabalo, philippines;tagalog;spanish;53;male;7;academic;usa;27
2860;farsi35;ahvaz, iran;farsi;arabic;52;female;12;academic;usa;20
2861;spanish221;bogota, colombia;spanish;none;32;female;6;academic;usa;24.5
2862;ukrainian13;lviv, ukraine;ukrainian;french russian juba arabic;33;female;7;naturalistic;usa;27
2863;tagalog27;pasig, philippiness;tagalog;french japanese;28;female;3;naturalistic;usa;25
2864;arabic174;riyadh, saudi arabia;arabic;none;23;female;8;academic;usa;0.9
2865;spanish222;villalba, puerto rico;spanish;none;45;female;2;naturalistic;usa;43
2866;japanese41;tokyo, japan;japanese;mandarin;63;male;15;academic;;0
2867;spanish223;santa rosa, texas, usa;spanish;none;66;female;5;academic;usa;66
2868;arabic175;jiddah, saudi arabia;arabic;none;30;male;20;academic;usa;8
2869;marathi11;bombay, maharashtra, india;marathi;hindi punjabi;31;male;9;academic;usa;10
2870;russian80;mykolayiv, ukraine;russian;ukrainian german;25;female;5;academic;usa;4
2871;farsi36;khorramshahr, khuzestan, iran;farsi;none;53;female;13;academic;usa;21
2872;vietnamese34;ho chi minh city, vietnam;vietnamese;none;22;male;6;academic;usa;4
2873;arabic176;jiddah, saudi arabia;arabic;none;19;male;6;naturalistic;usa;0.1
2874;farsi37;tehran, iran;farsi;none;53;male;13;academic;usa;3.5
2875;vietnamese35;can tho, vietnamese;vietnamese;none;43;female;18;naturalistic;usa;25
2876;mandarin133;beijing, china;mandarin;none;26;female;10;academic;usa;3
2877;mandarin134;luoyang, henan, china;mandarin;none;27;male;9;academic;usa;10
2878;mandarin135;langfang, hebei, china;mandarin;none;25;male;9;academic;usa;7
2879;mandarin136;shenyang, liaoning, china;mandarin;none;20;female;10;academic;usa;2
2880;mandarin137;xi&#39;an, shanxi, china;mandarin;none;20;female;10;academic;usa;1
2881;mandarin138;chongqing, china;mandarin;none;21;female;7;academic;usa;0.1
2882;mandarin139;kunming, yunnan, china;mandarin;none;23;male;14;academic;usa;3
2883;mandarin140;xuzhou, jiangsu, china;mandarin;none;22;male;7;academic;usa;0.2
2884;mandarin141;beijing, china;mandarin;none;21;female;6;academic;usa;1
2885;mandarin142;chengdu, sichuan, china;mandarin;none;23;female;6;academic;usa;1
2886;mandarin143;fuyang, anhui, china;mandarin;none;25;female;10;academic;usa;0.2
2887;mandarin144;wuhu, anhui, china;mandarin;none;20;male;10;academic;usa;0.1
2888;mandarin145;qingdao, shandong, china;mandarin;none;21;female;4;academic;usa;1
2889;arabic177;riyadh, saudi arabia;arabic;none;26;male;12;academic;usa;0.5
2890;mandarin146;xi&#39;an, shanxi, china;mandarin;none;24;female;6;academic;usa;2
2891;mandarin147;nanyang, henan, china;mandarin;none;19;female;9;academic;usa;0.1
2892;mandarin148;nanyang, henan, china;mandarin;none;19;female;6;academic;usa;0.1
2893;mandarin149;fuzhou, fujian, china;mandarin;none;19;female;6;academic;usa;0.1
2894;english629;south riding, virginia, usa;english;none;20;female;0;naturalistic;usa;20
2895;english630;woodbridge, virginia, usa;english;french;21;female;0;naturalistic;usa;21
2896;english631;harrisonburg, virginia, usa;english;none;18;female;0;naturalistic;usa;18
2897;english632;falls church, virginia, usa;english;none;23;female;0;naturalistic;usa;23
2898;english633;washington, district of columbia, usa;english;none;20;female;0;naturalistic;usa;20
2899;arabic178;jiddah, saudi arabia;arabic;none;57;male;18;academic;usa;1
2900;arabic179;riyadh, saudi arabia;arabic;none;26;male;13;academic;usa;8
2901;arabic180;riyadh, saudi arabia;arabic;none;18;male;12;academic;usa;1
2902;arabic181;riyadh, saudi arabia;arabic;none;19;male;12;academic;usa;0.2
2903;arabic182;riyadh, saudi arabia;arabic;none;32;female;12;academic;usa;0.6
2904;arabic183;riyadh, saudi arabia;arabic;none;27;female;17;academic;usa;6
2905;arabic184;riyadh, saudi arabia;arabic;none;21;male;12;academic;usa;7
2906;arabic185;riyadh, saudi arabia;arabic;none;35;male;12;academic;usa;0.5
2907;arabic186;riyadh, saudi arabia;arabic;none;24;female;19;academic;usa;6
2908;arabic187;riyadh, saudi arabia;arabic;none;20;female;15;academic;usa;6
2909;arabic188;riyadh, saudi arabia;arabic;none;20;male;6;academic;usa;5
2910;arabic189;riyadh, saudi arabia;arabic;none;18;female;12;academic;usa;2
2911;arabic190;riyadh, saudi arabia;arabic;none;25;female;15;academic;usa;0.2
2912;arabic191;riyadh, saudi arabia;arabic;none;21;female;7;academic;usa;5
2913;arabic192;riyadh, saudi arabia;arabic;none;19;female;7;academic;usa;4
2914;arabic193;riyadh, saudi arabia;arabic;none;29;male;18;academic;usa;7
2915;arabic194;riyadh, saudi arabia;arabic;none;20;male;12;academic;usa;0.1
2916;english634;alexandria, virginia, usa;english;none;61;male;0;naturalistic;usa;61
2917;english635;vienna, virginia, usa;english;none;19;female;0;naturalistic;usa;19
2918;english636;washington, dc, usa;english;none;20;female;0;naturalistic;usa;20
2919;english637;knoxville, tennessee, usa;english;none;18;female;0;naturalistic;usa;18
2920;english638;new york, new york, usa;english;none;27;male;0;naturalistic;usa;27
2921;english639;hopkinsville, kentucky, usa;english;none;33;male;0;naturalistic;usa;33
2922;english640;aurora, colorado, usa;english;none;25;female;0;naturalistic;usa;25
2923;english641;fairfax, virginia, usa;english;spanish;18;female;0;naturalistic;usa;18
2924;english642;woodbridge, virginia, usa;english;spanish;22;female;0;naturalistic;usa;22
2925;english643;culpeper, virginia, usa;english;none;20;female;0;naturalistic;usa;20
2926;english644;watertown, new york, usa;english;none;20;female;0;naturalistic;usa;20
2927;spanish224;la serena, chile;spanish;none;65;female;15;naturalistic;usa;42
2928;nepali18;gorkha, nepal;nepali;hindi;32;female;5;academic;usa;6
2929;yoruba7;ibadan, oyo, nigeria;yoruba;none;30;male;5;naturalistic;nigeria;30
2930;korean97;seoul, south korea;korean;none;49;female;13;academic;usa;15
2931;russian81;kiev, ukraine;russian;ukrainian;23;male;6;naturalistic;usa;4
2932;english645;hollister, california, usa;english;spanish;21;male;0;naturalistic;usa;21
2933;spanish225;durango, mexico;spanish;german;18;male;10;academic;usa;0.5
2934;spanish226;los mochis, sinaloa, mexico;spanish;none;19;male;9;academic;;0
2935;spanish227;durango, durango, mexico;spanish;none;49;female;13;academic;;0
2936;mandarin150;taiyuan, shanxi, china;mandarin;spanish german;18;female;12;academic;nigeria;4
2937;hindi34;pune, india;hindi;tamil marathi;29;male;5;academic;;0
2938;spanish228;piura, peru;spanish;indonesian french mandarin;23;female;15;academic;;0
2939;english646;hazleton, pennsylvania, usa;english;none;26;male;0;naturalistic;usa;26
2940;japanese42;tokyo, japan;japanese;none;44;male;8;naturalistic;usa;35
2941;portuguese66;rio de janeiro, brazil;portuguese;spanish italian;24;female;8;academic;;0
2942;mandarin151;wuxi, jiangsu, china;mandarin;french;31;female;8;academic;;0
2943;gaddang1;manila, philippines;gaddang;tagalog afrikaans japanese;25;male;4;academic;usa, south africa;0.2
2944;spanish229;tijuana, mexico;spanish;none;21;male;12;naturalistic;;0
2945;arabic195;tunis, tunisia;arabic;french;53;female;13;academic;usa;13
2946;french81;paris, france;french;russian;28;female;5;academic;usa;5
2947;catalan6;valencia, spain;catalan;spanish french;55;female;35;academic;ireland;0.1
2948;thai22;surin, thailand;thai;lao;55;female;15;academic;usa;40
2949;spanish230;cali, colombia;spanish;none;31;female;9;academic;usa;16
2950;arabic196;cairo, egypt;arabic;french;39;male;7;academic;usa;11
2951;vietnamese36;binh dinh, vietnam;vietnamese;none;36;female;17;naturalistic;usa;19
2952;portuguese67;sao paulo, brazil;portuguese;spanish hebrew aramaic;31;male;8;academic;usa;5
2953;japanese43;okinawa, japan;japanese;none;47;female;12;academic;usa;17
2954;portuguese68;rio de janeiro, brazil;portuguese;spanish;47;female;11;academic;usa;19
2955;bengali21;sreepur, bangladesh;bengali;hindi;53;male;8;academic;usa;1.5
2956;spanish231;santa ana, el salvador;spanish;none;38;male;21;naturalistic;usa;12
2957;arabic197;khartoum, sudan;arabic;none;66;male;14;academic;usa;36
2958;sundanese2;bandung, jawa barat, indonesia;sundanese;indonesian;20;male;16;naturalistic;;0
2959;swiss german8;schupfheim, switzerland;swiss german;german french;73;female;15;academic;uk;0.3
2960;english647;toronto, ontario, canada;english;french;70;male;0;naturalistic;canada;70
2961;indonesian14;jakarta, indonesian;indonesian;none;29;female;13;academic;;0
2962;english648;queens new york, new york, usa;english;french japanese italian;32;male;0;naturalistic;usa;32
2963;mandarin152;taoyuan, taiwan;mandarin;taiwanese;26;male;18;academic;;0
2964;bengali22;satkhira, bangladesh;bengali;hindi urdu;49;male;7;academic;usa;14
2965;french82;zurich, switzerland;french;german italian;73;male;15;academic;;0
2966;spanish232;trujillo, peru;spanish;quechua;39;male;7;academic;usa;5
2967;english649;houston, texas, usa;english;french russian;18;female;0;naturalistic;usa;18
2968;arabic198;damascus, syria;arabic;french;56;male;15;academic;usa;30
2969;urdu28;karachi, pakistan;urdu;none;46;female;22;naturalistic;usa;23
2970;mandarin153;pingtung, taiwan;mandarin;taiwanese;22;male;6;academic;usa;0.2
