,speaker_id,file_name,sample_name,birth_place,native_langs,other_langs,age,sex,age_of_english_onset,english_learning_method,english_residence,years_of_english_residence,class_labels,primary_lang_group,secondary_lang_group,primary_lang_group_id,secondary_lang_group_id
2613,2615,spanish206,spanish206,"santiago, chile",spanish,none,21.0,female,4.0,academic,"usa, uk",0.4,183,Indo-European,Italic,5,506
2614,2684,spanish207,spanish207,"ica, peru",spanish,none,39.0,female,12.0,academic,usa,0.3,183,Indo-European,Italic,5,506
2615,2692,spanish208,spanish208,"santo domingo, dominican republic",spanish,none,49.0,male,13.0,academic,usa,30.0,183,Indo-European,Italic,5,506
2616,2705,spanish209,spanish209,"lima, peru",spanish,asl,35.0,female,12.0,naturalistic,usa,16.0,183,Indo-European,Italic,5,506
2617,2729,spanish210,spanish210,"cordoba, argentina",spanish,none,20.0,female,8.0,naturalistic,"puerto rico, usa",18.0,183,Indo-European,Italic,5,506
2618,2760,spanish211,spanish211,"la paz, bolivia",spanish,none,19.0,female,16.0,academic,usa,3.0,183,Indo-European,Italic,5,506
2619,2761,spanish212,spanish212,"la union, el salvador",spanish,none,21.0,female,10.0,academic,usa,11.0,183,Indo-European,Italic,5,506
2620,2769,spanish213,spanish213,"loja, ecuador",spanish,none,22.0,male,13.0,naturalistic,usa,9.0,183,Indo-European,Italic,5,506
2621,2770,spanish214,spanish214,"neiva, colombia",spanish,none,45.0,female,26.0,naturalistic,usa,20.0,183,Indo-European,Italic,5,506
2622,2791,spanish215,spanish215,"cochabamba, bolivia",spanish,none,24.0,female,13.0,academic,usa,10.0,183,Indo-European,Italic,5,506
2623,2801,spanish216,spanish216,"caracas, venezuela",spanish,none,43.0,female,42.0,academic,usa,5.0,183,Indo-European,Italic,5,506
2624,2827,spanish217,spanish217,"bogota, colombia",spanish,french,19.0,female,7.0,academic,usa,4.5,183,Indo-European,Italic,5,506
2625,2829,spanish218,spanish218,"danli, honduras",spanish,none,19.0,female,8.0,academic,usa,5.3,183,Indo-European,Italic,5,506
2626,2835,spanish219,spanish219,"santa ana, el salvador",spanish,none,44.0,female,25.0,naturalistic,usa,26.0,183,Indo-European,Italic,5,506
2627,2844,spanish220,spanish220,"guadalajara, jalisco, mexico",spanish,none,63.0,male,31.0,naturalistic,usa,32.0,183,Indo-European,Italic,5,506
2628,2861,spanish221,spanish221,"bogota, colombia",spanish,none,32.0,female,6.0,academic,usa,24.5,183,Indo-European,Italic,5,506
2629,2865,spanish222,spanish222,"villalba, puerto rico",spanish,none,45.0,female,2.0,naturalistic,usa,43.0,183,Indo-European,Italic,5,506
2630,2867,spanish223,spanish223,"santa rosa, texas, usa",spanish,none,66.0,female,5.0,academic,usa,66.0,183,Indo-European,Italic,5,506
2631,2927,spanish224,spanish224,"la serena, chile",spanish,none,65.0,female,15.0,naturalistic,usa,42.0,183,Indo-European,Italic,5,506
2632,2933,spanish225,spanish225,"durango, mexico",spanish,german,18.0,male,10.0,academic,usa,0.5,183,Indo-European,Italic,5,506
2633,2934,spanish226,spanish226,"los mochis, sinaloa, mexico",spanish,none,19.0,male,9.0,academic,,0.0,183,Indo-European,Italic,5,506
2634,2935,spanish227,spanish227,"durango, durango, mexico",spanish,none,49.0,female,13.0,academic,,0.0,183,Indo-European,Italic,5,506
2635,2938,spanish228,spanish228,"piura, peru",spanish,indonesian french mandarin,23.0,female,15.0,academic,,0.0,183,Indo-European,Italic,5,506
2636,2944,spanish229,spanish229,"tijuana, mexico",spanish,none,21.0,male,12.0,naturalistic,,0.0,183,Indo-European,Italic,5,506
2637,2949,spanish230,spanish230,"cali, colombia",spanish,none,31.0,female,9.0,academic,usa,16.0,183,Indo-European,Italic,5,506
2638,2956,spanish231,spanish231,"santa ana, el salvador",spanish,none,38.0,male,21.0,naturalistic,usa,12.0,183,Indo-European,Italic,5,506
2639,2966,spanish232,spanish232,"trujillo, peru",spanish,quechua,39.0,male,7.0,academic,usa,5.0,183,Indo-European,Italic,5,506
2640,2976,spanish233,spanish233,"buenos aires, argentina",spanish,korean,19.0,female,5.0,academic,usa,6.0,183,Indo-European,Italic,5,506
2641,2988,spanish234,spanish234,"maracaibo, venezuela",spanish,none,51.0,male,13.0,academic,usa,34.0,183,Indo-European,Italic,5,506
2642,2996,spanish235,spanish235,"san salvador, el salvador",spanish,none,29.0,female,14.0,academic,usa,13.0,183,Indo-European,Italic,5,506
2646,351,swedish1,swedish1,"solna, sweden",swedish,german,56.0,female,11.0,academic,usa,20.0,186,Indo-European,Germanic,5,503
2647,352,swedish2,swedish2,"uppsala, sweden",swedish,german,20.0,male,10.0,academic,,0.0,186,Indo-European,Germanic,5,503
2648,353,swedish3,swedish3,"stockholm, sweden",swedish,german,24.0,male,10.0,academic,,0.0,186,Indo-European,Germanic,5,503
2649,354,swedish4,swedish4,"lulea, sweden",swedish,german,22.0,male,10.0,academic,,0.0,186,Indo-European,Germanic,5,503
2650,454,swedish5,swedish5,"goteborg, sweden",swedish,none,18.0,male,13.0,academic,,0.0,186,Indo-European,Germanic,5,503
2651,620,swedish6,swedish6,"goteborg, sweden",swedish,german,26.0,male,7.0,academic,,0.0,186,Indo-European,Germanic,5,503
2652,630,swedish7,swedish7,"sollentuna, sweden",swedish,mandarin,21.0,female,11.0,academic,"uk, canada",1.0,186,Indo-European,Germanic,5,503
2653,701,swedish8,swedish8,"helsinki, finland",swedish,finnish french,22.0,female,10.0,academic,usa,0.1,186,Indo-European,Germanic,5,503
2654,1027,swedish9,swedish9,"uddevalla, sweden",swedish,spanish,20.0,male,10.0,academic,,0.0,186,Indo-European,Germanic,5,503
2655,1065,swedish10,swedish10,"lidkoping, sweden",swedish,german spanish,19.0,female,9.0,academic,usa,0.1,186,Indo-European,Germanic,5,503
2656,1195,swedish11,swedish11,"espoo, finland",swedish,finnish german,36.0,female,10.0,academic,usa,16.0,186,Indo-European,Germanic,5,503
2657,1441,swedish12,swedish12,"malmo, sweden",swedish,german danish,23.0,male,7.0,academic,usa,0.5,186,Indo-European,Germanic,5,503
2658,1445,swedish13,swedish13,"umea, sweden",swedish,german spanish,28.0,female,10.0,academic,usa,3.0,186,Indo-European,Germanic,5,503
2659,1752,swedish14,swedish14,"vetlanda, sweden",swedish,german,23.0,male,9.0,academic,,0.0,186,Indo-European,Germanic,5,503
2660,1824,swedish15,swedish15,"stokholm, sweden",swedish,none,22.0,male,12.0,academic,usa,1.0,186,Indo-European,Germanic,5,503
2661,1836,swedish16,swedish16,"goteborg, sweden",swedish,spanish french,39.0,female,11.0,academic,usa,15.0,186,Indo-European,Germanic,5,503
2662,1861,swedish17,swedish17,"farjestaden, sweden",swedish,none,20.0,female,8.0,naturalistic,usa,0.3,186,Indo-European,Germanic,5,503
2663,1992,swedish18,swedish18,"lulea, sweden",swedish,french italian,42.0,male,8.0,academic,usa,18.0,186,Indo-European,Germanic,5,503
2664,2011,swedish19,swedish19,"ekenas, finland",swedish,finnish german,50.0,male,12.0,naturalistic,usa,26.0,186,Indo-European,Germanic,5,503
2665,2065,swedish20,swedish20,"karlstad, sweden",swedish,norwegian german,31.0,male,7.0,academic,,0.0,186,Indo-European,Germanic,5,503
2666,2670,swedish21,swedish21,"joensuu, finland",swedish,finnish estonian french,61.0,male,10.0,academic,"usa, uk",0.4,186,Indo-European,Germanic,5,503
2667,2671,swedish22,swedish22,"helsinki, finland",swedish,finnish,33.0,male,5.0,naturalistic,uk,0.1,186,Indo-European,Germanic,5,503
2668,2774,swedish23,swedish23,"lulea, sweden",swedish,none,24.0,female,7.0,academic,,0.0,186,Indo-European,Germanic,5,503
2683,359,tagalog1,tagalog1,"manila, philippines",tagalog,none,18.0,male,10.0,academic,usa,0.5,190,Austronesian,Malayo-Polynesian,3,301
2684,360,tagalog2,tagalog2,"urdaneta, luzon, philippines",tagalog,ilocano,21.0,female,7.0,academic,usa,4.0,190,Austronesian,Malayo-Polynesian,3,301
2685,361,tagalog3,tagalog3,"honiara, guadalcanal, solomon islands",tagalog,bislama solomon islands pidgin,19.0,female,1.0,naturalistic,usa,3.0,190,Austronesian,Malayo-Polynesian,3,301
2686,470,tagalog4,tagalog4,"san fernando, la union, philippines",tagalog,ilocano,48.0,female,7.0,academic,usa,20.0,190,Austronesian,Malayo-Polynesian,3,301
2687,677,tagalog5,tagalog5,"tarlac city, philippines",tagalog,ilocano,42.0,female,5.0,naturalistic,"philippines, usa, australia",42.0,190,Austronesian,Malayo-Polynesian,3,301
2688,805,tagalog6,tagalog6,"quezon city, philippines",tagalog,none,20.0,male,4.0,academic,philippines,20.0,190,Austronesian,Malayo-Polynesian,3,301
2689,1364,tagalog7,tagalog7,"manila, philippines",tagalog,spanish,60.0,male,6.0,academic,australia,22.0,190,Austronesian,Malayo-Polynesian,3,301
2690,1627,tagalog8,tagalog8,"cabanatuan city, philippines",tagalog,spanish italian ilonggo kapampangan ilocano,62.0,female,7.0,academic,usa,27.0,190,Austronesian,Malayo-Polynesian,3,301
2691,1764,tagalog9,tagalog9,"manila, philippines",tagalog,ilocano,48.0,male,7.0,academic,"philippines, usa",48.0,190,Austronesian,Malayo-Polynesian,3,301
2692,1812,tagalog10,tagalog10,"manila, philippines",tagalog,none,39.0,female,6.0,academic,usa,21.0,190,Austronesian,Malayo-Polynesian,3,301
2693,1837,tagalog11,tagalog11,"manila, philippines",tagalog,arabic,59.0,female,11.0,academic,usa,1.0,190,Austronesian,Malayo-Polynesian,3,301
2694,1851,tagalog12,tagalog12,"legaspi, philippines",tagalog,bikol,33.0,female,5.0,academic,usa,20.0,190,Austronesian,Malayo-Polynesian,3,301
2695,1954,tagalog13,tagalog13,"manila, philippines",tagalog,none,76.0,female,7.0,academic,usa,40.0,190,Austronesian,Malayo-Polynesian,3,301
2696,2002,tagalog14,tagalog14,"legaspi, philippines",tagalog,none,47.0,female,17.0,academic,usa,25.0,190,Austronesian,Malayo-Polynesian,3,301
2697,2108,tagalog15,tagalog15,"manila, philippines",tagalog,spanish vietnamese japanese,35.0,female,1.0,naturalistic,usa,25.0,190,Austronesian,Malayo-Polynesian,3,301
2698,2128,tagalog16,tagalog16,"san pedro laguna, philippines",tagalog,none,20.0,male,4.5,naturalistic,usa,7.5,190,Austronesian,Malayo-Polynesian,3,301
2699,2146,tagalog17,tagalog17,"alexandria, virginia, usa",tagalog,japanese,21.0,male,6.0,naturalistic,usa,20.0,190,Austronesian,Malayo-Polynesian,3,301
2700,2147,tagalog18,tagalog18,"manila, philippines",tagalog,none,77.0,female,8.0,academic,usa,69.0,190,Austronesian,Malayo-Polynesian,3,301
2701,2275,tagalog19,tagalog19,"cabusao, philippines",tagalog,none,63.0,female,5.0,academic,usa,36.0,190,Austronesian,Malayo-Polynesian,3,301
2702,2284,tagalog20,tagalog20,"san fernando, pampanga, philippines",tagalog,spanish,58.0,female,6.0,academic,usa,45.0,190,Austronesian,Malayo-Polynesian,3,301
2703,2431,tagalog21,tagalog21,"manila, philippines",tagalog,none,40.0,female,7.0,academic,,0.0,190,Austronesian,Malayo-Polynesian,3,301
2704,2526,tagalog22,tagalog22,"quezon city, philippines",tagalog,none,21.0,female,3.0,naturalistic,philippines,21.0,190,Austronesian,Malayo-Polynesian,3,301
2705,2577,tagalog23,tagalog23,"sibutu, philippines",tagalog,malay,36.0,female,7.0,academic,malaysia,2.0,190,Austronesian,Malayo-Polynesian,3,301
2706,2581,tagalog24,tagalog24,"batangos, philippines",tagalog,none,51.0,male,7.0,academic,usa,4.0,190,Austronesian,Malayo-Polynesian,3,301
2707,2728,tagalog25,tagalog25,"cavite city, philippines",tagalog,none,21.0,male,6.0,naturalistic,usa,5.3,190,Austronesian,Malayo-Polynesian,3,301
2708,2859,tagalog26,tagalog26,"cotabalo, philippines",tagalog,spanish,53.0,male,7.0,academic,usa,27.0,190,Austronesian,Malayo-Polynesian,3,301
2709,2863,tagalog27,tagalog27,"pasig, philippiness",tagalog,french japanese,28.0,female,3.0,naturalistic,usa,25.0,190,Austronesian,Malayo-Polynesian,3,301
2711,363,taiwanese1,taiwanese1,"ping tung, taiwan",taiwanese,mandarin,36.0,female,13.0,academic,"uk,usa",1.7,192,Sino-Tibetan,Chinese,12,1201
2712,364,taiwanese2,taiwanese2,"taipei, taiwan",taiwanese,mandarin,24.0,female,17.0,academic,usa,0.25,192,Sino-Tibetan,Chinese,12,1201
2713,365,taiwanese3,taiwanese3,"tainan, taiwan",taiwanese,mandarin,30.0,female,13.0,academic,usa,0.7,192,Sino-Tibetan,Chinese,12,1201
2714,366,taiwanese4,taiwanese4,"kao-hsiung, taiwan",taiwanese,mandarin,45.0,female,21.0,naturalistic,usa,34.0,192,Sino-Tibetan,Chinese,12,1201
2715,481,taiwanese5,taiwanese5,"tainan, taiwan",taiwanese,mandarin korean,27.0,male,15.0,naturalistic,usa,0.5,192,Sino-Tibetan,Chinese,12,1201
2716,828,taiwanese6,taiwanese6,"tai chung, taiwan",taiwanese,mandarin,33.0,female,13.0,academic,usa,2.5,192,Sino-Tibetan,Chinese,12,1201
2717,1864,taiwanese7,taiwanese7,"taipei, taiwan",taiwanese,cantonese,65.0,female,35.0,academic,usa,20.0,192,Sino-Tibetan,Chinese,12,1201
2718,2136,taiwanese8,taiwanese8,"tainan, taiwan",taiwanese,mandarin,54.0,female,13.0,academic,usa,29.0,192,Sino-Tibetan,Chinese,12,1201
2719,2347,taiwanese9,taiwanese9,"tai chung, taiwan",taiwanese,japanese mandarin,45.0,male,25.0,academic,usa,18.0,192,Sino-Tibetan,Chinese,12,1201
2720,2686,taiwanese10,taiwanese10,"taipei, taiwan",taiwanese,mandarin,27.0,male,5.0,academic,usa,5.0,192,Sino-Tibetan,Chinese,12,1201
2721,2687,taiwanese11,taiwanese11,"taipei, taiwan",taiwanese,mandarin,23.0,male,4.0,academic,usa,0.1,192,Sino-Tibetan,Chinese,12,1201
2722,2110,tajiki1,tajiki1,"khujand, tajikistan",tajiki,russian turkish,19.0,male,7.0,academic,usa,0.1,193,Indo-European,Indo-Iranian,5,505
2723,2175,tajiki2,tajiki2,"khujand, tajikistan",tajiki,russian chinese,19.0,female,12.0,academic,,0.0,193,Indo-European,Indo-Iranian,5,505
2724,2176,tajiki3,tajiki3,"khujand, tajikistan",tajiki,russian,19.0,female,10.0,academic,,0.0,193,Indo-European,Indo-Iranian,5,505
2725,2177,tajiki4,tajiki4,"khujand, tajikistan",tajiki,russian chinese,19.0,female,15.0,academic,,0.0,193,Indo-European,Indo-Iranian,5,505
2726,2178,tajiki5,tajiki5,"dushanbe, tajikistan",tajiki,russian persian,19.0,male,4.0,academic,,0.0,193,Indo-European,Indo-Iranian,5,505
2727,2179,tajiki6,tajiki6,"shaidon, tajikistan",tajiki,russian,19.0,male,16.0,academic,,0.0,193,Indo-European,Indo-Iranian,5,505
2728,2180,tajiki7,tajiki7,"buston, tajikistan",tajiki,russian uzbek kyrgyz tatar pashto,22.0,male,12.0,academic,,0.0,193,Indo-European,Indo-Iranian,5,505
2729,2182,tajiki8,tajiki8,"khistevarz, tajikistan",tajiki,russian,18.0,female,5.0,academic,,0.0,193,Indo-European,Indo-Iranian,5,505
2730,2183,tajiki9,tajiki9,"khujand, tajikistan",tajiki,russian uzbek chinese,19.0,male,17.0,academic,,0.0,193,Indo-European,Indo-Iranian,5,505
2731,2184,tajiki10,tajiki10,"konibodom, tajikistan",tajiki,russian german,19.0,male,9.0,academic,,0.0,193,Indo-European,Indo-Iranian,5,505
2732,2190,tajiki11,tajiki11,"khujand, tajikistan",tajiki,russian,33.0,female,7.0,academic,,0.0,193,Indo-European,Indo-Iranian,5,505
2733,2191,tajiki12,tajiki12,"khujand, tajikistan",tajiki,russian,40.0,female,18.0,academic,,0.0,193,Indo-European,Indo-Iranian,5,505
2734,2192,tajiki13,tajiki13,"khujand, tajikistan",tajiki,russian uzbek,59.0,female,10.0,academic,,0.0,193,Indo-European,Indo-Iranian,5,505
2735,2193,tajiki14,tajiki14,"khujand, tajikistan",tajiki,russian,30.0,female,15.0,academic,,0.0,193,Indo-European,Indo-Iranian,5,505
2736,367,tamil1,tamil1,"colombo, sri lanka",tamil,sinhalese telugu malayalam,39.0,male,7.0,academic,usa,13.0,194,Dravidian,Southern Dravidian,4,402
2737,429,tamil2,tamil2,"madras, tamil nadu, india",tamil,hindi-urdu kannada malayalam,35.0,female,4.0,naturalistic,usa,5.0,194,Dravidian,Southern Dravidian,4,402
2738,531,tamil3,tamil3,"chennai, india",tamil,none,26.0,male,10.0,naturalistic,uk,3.0,194,Dravidian,Southern Dravidian,4,402
2739,1647,tamil4,tamil4,"colombo, sri lanka",tamil,sinhalese,58.0,female,3.0,academic,usa,23.7,194,Dravidian,Southern Dravidian,4,402
2740,1723,tamil5,tamil5,"coimbatore, tamil nadu, india",tamil,hindi,36.0,female,5.0,academic,usa,12.0,194,Dravidian,Southern Dravidian,4,402
2741,2076,tamil6,tamil6,"bangalore, karnataka, india",tamil,hindi telugu,47.0,female,6.0,academic,usa,19.0,194,Dravidian,Southern Dravidian,4,402
2742,2359,tamil7,tamil7,"dombivli, maharashtra, india",tamil,hindi marathi,26.0,female,3.0,academic,usa,2.3,194,Dravidian,Southern Dravidian,4,402
2743,2449,tamil8,tamil8,"chennai, tamil nadu, india",tamil,telugu hindi,25.0,female,5.0,academic,usa,1.0,194,Dravidian,Southern Dravidian,4,402
2744,2453,tamil9,tamil9,"chennai, india",tamil,telugu hindi,28.0,female,4.0,academic,usa,3.0,194,Dravidian,Southern Dravidian,4,402
2745,2454,tamil10,tamil10,"chennai, india",tamil,hindi,24.0,male,5.0,academic,usa,0.2,194,Dravidian,Southern Dravidian,4,402
2746,2455,tamil11,tamil11,"pondicherry, india",tamil,none,23.0,female,5.0,academic,usa,0.2,194,Dravidian,Southern Dravidian,4,402
2747,2462,tamil12,tamil12,"chennai, tamil nadu, india",tamil,hindi,23.0,female,3.0,academic,usa,0.1,194,Dravidian,Southern Dravidian,4,402
2748,2571,tamil13,tamil13,"coimbatore, tamil nadu, india",tamil,telugu hindi,28.0,female,3.0,academic,usa,2.0,194,Dravidian,Southern Dravidian,4,402
2750,369,telugu1,telugu1,"kadapa, india",telugu,hindi-urdu tamil,31.0,male,6.0,academic,usa,4.0,196,Dravidian,South-Central Dravidian,4,401
2751,370,telugu2,telugu2,"guntur, andhra pradesh, india",telugu,hindi-urdu,18.0,male,6.0,academic,usa,3.0,196,Dravidian,South-Central Dravidian,4,401
2752,2211,telugu3,telugu3,"bellary, karnataka, india",telugu,sanskrit,25.0,male,5.0,academic,usa,0.1,196,Dravidian,South-Central Dravidian,4,401
2753,2213,telugu4,telugu4,"hyderabad, india",telugu,hindi marathi,22.0,male,5.0,academic,usa,0.1,196,Dravidian,South-Central Dravidian,4,401
2754,2228,telugu5,telugu5,"khammam, telangana, india",telugu,hindi,21.0,male,4.0,academic,usa,0.1,196,Dravidian,South-Central Dravidian,4,401
2755,2280,telugu6,telugu6,"hyderabad, india",telugu,hindi,23.0,male,4.0,academic,usa,0.8,196,Dravidian,South-Central Dravidian,4,401
2756,2339,telugu7,telugu7,"hyderabad, india",telugu,hindi,23.0,male,3.0,academic,usa,1.3,196,Dravidian,South-Central Dravidian,4,401
2757,2422,telugu8,telugu8,"guntur, andhra pradesh, india",telugu,hindi,22.0,male,2.0,academic,usa,0.1,196,Dravidian,South-Central Dravidian,4,401
2758,2460,telugu9,telugu9,"vijayawada, andhra pradesh, india",telugu,hindi malayalam tamil kannada,24.0,male,7.0,academic,usa,0.2,196,Dravidian,South-Central Dravidian,4,401
2759,2465,telugu10,telugu10,"hyderabad, india",telugu,hindi,21.0,male,14.0,academic,usa,0.2,196,Dravidian,South-Central Dravidian,4,401
2760,2512,telugu11,telugu11,"hyderabad, india",telugu,hindi urdu spanish,26.0,male,6.0,academic,usa,4.0,196,Dravidian,South-Central Dravidian,4,401
2761,2601,telugu12,telugu12,"edison, new jersey, usa",telugu,hindi,18.0,female,3.0,naturalistic,usa,18.0,196,Dravidian,South-Central Dravidian,4,401
2762,2603,telugu13,telugu13,"hyderabad, india",telugu,hindi,25.0,male,5.0,academic,usa,4.0,196,Dravidian,South-Central Dravidian,4,401
2763,2848,telugu14,telugu14,"tenali, india",telugu,hindi,19.0,female,17.0,academic,usa,2.0,196,Dravidian,South-Central Dravidian,4,401
2764,3001,telugu15,telugu15,"vishakhapatnam, andhra pradesh, india",telugu,none,22.0,female,5.0,academic,usa,0.3,196,Dravidian,South-Central Dravidian,4,401
